
TTD - Therapeutic Targets Database Full Data Download File
Version 6.1.01 (2017.10.04)
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/group/bidd.htm
Any question about data provided here, please contact with:
Prof. Chen (csccyz@nus.edu.sg) and Prof. Zhu (zhufeng@cqu.edu.cn, http://idrb.cqu.edu.cn/Peoples-PI.php)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T59102	hsa04015	Rap1 signaling pathway
T59102	hsa04020	Calcium signaling pathway
T59102	hsa04060	Cytokine-cytokine receptor interaction
T59102	hsa04151	PI3K-Akt signaling pathway
T59102	hsa04510	Focal adhesion
T59102	hsa04540	Gap junction
T59102	hsa04810	Regulation of actin cytoskeleton
T59102	hsa05166	HTLV-I infection
T59102	hsa05200	Pathways in cancer
T59102	hsa05206	MicroRNAs in cancer
T59102	hsa05214	Glioma
T59102	hsa05215	Prostate cancer
T59102	hsa05218	Melanoma
T59102	hsa05230	Central carbon metabolism in cancer
T59102	hsa05231	Choline metabolism in cancer
T59328	hsa04010	MAPK signaling pathway
T59328	hsa04012	ErbB signaling pathway
T59328	hsa04014	Ras signaling pathway
T59328	hsa04015	Rap1 signaling pathway
T59328	hsa04020	Calcium signaling pathway
T59328	hsa04060	Cytokine-cytokine receptor interaction
T59328	hsa04066	HIF-1 signaling pathway
T59328	hsa04068	FoxO signaling pathway
T59328	hsa04144	Endocytosis
T59328	hsa04151	PI3K-Akt signaling pathway
T59328	hsa04320	Dorso-ventral axis formation
T59328	hsa04510	Focal adhesion
T59328	hsa04520	Adherens junction
T59328	hsa04540	Gap junction
T59328	hsa04810	Regulation of actin cytoskeleton
T59328	hsa04912	GnRH signaling pathway
T59328	hsa04915	Estrogen signaling pathway
T59328	hsa04921	Oxytocin signaling pathway
T59328	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T59328	hsa05160	Hepatitis C
T59328	hsa05200	Pathways in cancer
T59328	hsa05205	Proteoglycans in cancer
T59328	hsa05206	MicroRNAs in cancer
T59328	hsa05212	Pancreatic cancer
T59328	hsa05213	Endometrial cancer
T59328	hsa05214	Glioma
T59328	hsa05215	Prostate cancer
T59328	hsa05218	Melanoma
T59328	hsa05219	Bladder cancer
T59328	hsa05223	Non-small cell lung cancer
T59328	hsa05230	Central carbon metabolism in cancer
T59328	hsa05231	Choline metabolism in cancer
T59604	hsa04024	cAMP signaling pathway
T59604	hsa04080	Neuroactive ligand-receptor interaction
T59631	hsa04514	Cell adhesion molecules (CAMs)
T59631	hsa04660	T cell receptor signaling pathway
T59679	hsa04020	Calcium signaling pathway
T59679	hsa04024	cAMP signaling pathway
T59679	hsa04080	Neuroactive ligand-receptor interaction
T59679	hsa04726	Serotonergic synapse
T59881	hsa04020	Calcium signaling pathway
T59881	hsa04080	Neuroactive ligand-receptor interaction
T59881	hsa04270	Vascular smooth muscle contraction
T60182	hsa04080	Neuroactive ligand-receptor interaction
T60182	hsa04922	Glucagon signaling pathway
T60433	hsa04640	Hematopoietic cell lineage
T60529	hsa00590	Arachidonic acid metabolism
T60529	hsa01100	Metabolic pathways
T60529	hsa04611	Platelet activation
T60529	hsa04726	Serotonergic synapse
T60606	hsa04024	cAMP signaling pathway
T60606	hsa04080	Neuroactive ligand-receptor interaction
T60606	hsa04918	Thyroid hormone synthesis
T60606	hsa05320	Autoimmune thyroid disease
T60631	hsa04144	Endocytosis
T60631	hsa05200	Pathways in cancer
T60631	hsa05216	Thyroid cancer
T60631	hsa05230	Central carbon metabolism in cancer
T60693	hsa04080	Neuroactive ligand-receptor interaction
T60857	hsa00140	Steroid hormone biosynthesis
T60857	hsa00590	Arachidonic acid metabolism
T60857	hsa01100	Metabolic pathways
T60857	hsa04913	Ovarian steroidogenesis
T61400	hsa00240	Pyrimidine metabolism
T61400	hsa01100	Metabolic pathways
T61622	hsa04614	Renin-angiotensin system
T61698	hsa04060	Cytokine-cytokine receptor interaction
T61698	hsa04151	PI3K-Akt signaling pathway
T61698	hsa04630	Jak-STAT signaling pathway
T61698	hsa04660	T cell receptor signaling pathway
T61698	hsa04672	Intestinal immune network for IgA production
T61698	hsa04940	Type I diabetes mellitus
T61698	hsa05142	Chagas disease (American trypanosomiasis)
T61698	hsa05162	Measles
T61698	hsa05166	HTLV-I infection
T61698	hsa05320	Autoimmune thyroid disease
T61698	hsa05321	Inflammatory bowel disease (IBD)
T61698	hsa05330	Allograft rejection
T61698	hsa05332	Graft-versus-host disease
T61744	hsa00230	Purine metabolism
T61744	hsa04024	cAMP signaling pathway
T61744	hsa05032	Morphine addiction
T62184	hsa04727	GABAergic synapse
T62193	hsa00340	Histidine metabolism
T62193	hsa00350	Tyrosine metabolism
T62193	hsa00360	Phenylalanine metabolism
T62193	hsa00380	Tryptophan metabolism
T62193	hsa01100	Metabolic pathways
T62193	hsa04726	Serotonergic synapse
T62193	hsa04728	Dopaminergic synapse
T62193	hsa05030	Cocaine addiction
T62193	hsa05031	Amphetamine addiction
T62193	hsa05034	Alcoholism
T62390	hsa00350	Tyrosine metabolism
T62390	hsa01100	Metabolic pathways
T62390	hsa04728	Dopaminergic synapse
T62390	hsa04917	Prolactin signaling pathway
T62390	hsa05012	Parkinson's disease
T62390	hsa05030	Cocaine addiction
T62390	hsa05031	Amphetamine addiction
T62390	hsa05034	Alcoholism
T63505	hsa04012	ErbB signaling pathway
T63505	hsa04014	Ras signaling pathway
T63505	hsa04110	Cell cycle
T63505	hsa04360	Axon guidance
T63505	hsa04722	Neurotrophin signaling pathway
T63505	hsa05130	Pathogenic Escherichia coli infection
T63505	hsa05131	Shigellosis
T63505	hsa05200	Pathways in cancer
T63505	hsa05206	MicroRNAs in cancer
T63505	hsa05220	Chronic myeloid leukemia
T63505	hsa05416	Viral myocarditis
T63609	hsa00230	Purine metabolism
T63609	hsa04015	Rap1 signaling pathway
T63609	hsa04020	Calcium signaling pathway
T63609	hsa04022	cGMP-PKG signaling pathway
T63609	hsa04024	cAMP signaling pathway
T63609	hsa04062	Chemokine signaling pathway
T63609	hsa04114	Oocyte meiosis
T63609	hsa04261	Adrenergic signaling in cardiomyocytes
T63609	hsa04270	Vascular smooth muscle contraction
T63609	hsa04540	Gap junction
T63609	hsa04611	Platelet activation
T63609	hsa04713	Circadian entrainment
T63609	hsa04720	Long-term potentiation
T63609	hsa04723	Retrograde endocannabinoid signaling
T63609	hsa04724	Glutamatergic synapse
T63609	hsa04725	Cholinergic synapse
T63609	hsa04727	GABAergic synapse
T63609	hsa04750	Inflammatory mediator regulation of TRP channels
T63609	hsa04911	Insulin secretion
T63609	hsa04912	GnRH signaling pathway
T63609	hsa04913	Ovarian steroidogenesis
T63609	hsa04914	Progesterone-mediated oocyte maturation
T63609	hsa04915	Estrogen signaling pathway
T63609	hsa04916	Melanogenesis
T63609	hsa04918	Thyroid hormone synthesis
T63609	hsa04921	Oxytocin signaling pathway
T63609	hsa04923	Regulation of lipolysis in adipocytes
T63609	hsa04970	Salivary secretion
T63609	hsa04971	Gastric acid secretion
T63609	hsa04972	Pancreatic secretion
T63609	hsa04976	Bile secretion
T63609	hsa05032	Morphine addiction
T63609	hsa05142	Chagas disease (American trypanosomiasis)
T63609	hsa05146	Amoebiasis
T63609	hsa05166	HTLV-I infection
T63609	hsa05200	Pathways in cancer
T63609	hsa05414	Dilated cardiomyopathy
T63934	hsa04060	Cytokine-cytokine receptor interaction
T63934	hsa04140	Regulation of autophagy
T63934	hsa04151	PI3K-Akt signaling pathway
T63934	hsa04620	Toll-like receptor signaling pathway
T63934	hsa04622	RIG-I-like receptor signaling pathway
T63934	hsa04623	Cytosolic DNA-sensing pathway
T63934	hsa04630	Jak-STAT signaling pathway
T63934	hsa04650	Natural killer cell mediated cytotoxicity
T63934	hsa05152	Tuberculosis
T63934	hsa05160	Hepatitis C
T63934	hsa05161	Hepatitis B
T63934	hsa05162	Measles
T63934	hsa05164	Influenza A
T63934	hsa05168	Herpes simplex infection
T63934	hsa05320	Autoimmune thyroid disease
T64591	hsa04726	Serotonergic synapse
T64795	hsa04010	MAPK signaling pathway
T64795	hsa04020	Calcium signaling pathway
T64795	hsa04713	Circadian entrainment
T64795	hsa04930	Type II diabetes mellitus
T64830	hsa04024	cAMP signaling pathway
T64830	hsa04080	Neuroactive ligand-receptor interaction
T65197	hsa04060	Cytokine-cytokine receptor interaction
T65197	hsa04151	PI3K-Akt signaling pathway
T65197	hsa04630	Jak-STAT signaling pathway
T65197	hsa04640	Hematopoietic cell lineage
T66237	hsa04080	Neuroactive ligand-receptor interaction
T66237	hsa04962	Vasopressin-regulated water reabsorption
T66350	hsa05162	Measles
T66505	hsa04340	Hedgehog signaling pathway
T66505	hsa05200	Pathways in cancer
T66505	hsa05205	Proteoglycans in cancer
T66505	hsa05217	Basal cell carcinoma
T67162	hsa04015	Rap1 signaling pathway
T67162	hsa04024	cAMP signaling pathway
T67162	hsa04080	Neuroactive ligand-receptor interaction
T67162	hsa04540	Gap junction
T67162	hsa04728	Dopaminergic synapse
T67162	hsa05012	Parkinson's disease
T67162	hsa05030	Cocaine addiction
T67162	hsa05034	Alcoholism
T67684	hsa04020	Calcium signaling pathway
T67684	hsa04080	Neuroactive ligand-receptor interaction
T67684	hsa04725	Cholinergic synapse
T67684	hsa04810	Regulation of actin cytoskeleton
T67684	hsa04911	Insulin secretion
T67684	hsa04970	Salivary secretion
T67684	hsa04971	Gastric acid secretion
T67684	hsa04972	Pancreatic secretion
T67710	hsa04080	Neuroactive ligand-receptor interaction
T67710	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T67849	hsa00562	Inositol phosphate metabolism
T67849	hsa04012	ErbB signaling pathway
T67849	hsa04014	Ras signaling pathway
T67849	hsa04015	Rap1 signaling pathway
T67849	hsa04022	cGMP-PKG signaling pathway
T67849	hsa04024	cAMP signaling pathway
T67849	hsa04062	Chemokine signaling pathway
T67849	hsa04066	HIF-1 signaling pathway
T67849	hsa04068	FoxO signaling pathway
T67849	hsa04070	Phosphatidylinositol signaling system
T67849	hsa04071	Sphingolipid signaling pathway
T67849	hsa04150	mTOR signaling pathway
T67849	hsa04151	PI3K-Akt signaling pathway
T67849	hsa04152	AMPK signaling pathway
T67849	hsa04210	Apoptosis
T67849	hsa04261	Adrenergic signaling in cardiomyocytes
T67849	hsa04370	VEGF signaling pathway
T67849	hsa04380	Osteoclast differentiation
T67849	hsa04510	Focal adhesion
T67849	hsa04550	Signaling pathways regulating pluripotency of stem cells
T67849	hsa04611	Platelet activation
T67849	hsa04620	Toll-like receptor signaling pathway
T67849	hsa04630	Jak-STAT signaling pathway
T67849	hsa04650	Natural killer cell mediated cytotoxicity
T67849	hsa04660	T cell receptor signaling pathway
T67849	hsa04662	B cell receptor signaling pathway
T67849	hsa04664	Fc epsilon RI signaling pathway
T67849	hsa04666	Fc gamma R-mediated phagocytosis
T67849	hsa04668	TNF signaling pathway
T67849	hsa04670	Leukocyte transendothelial migration
T67849	hsa04722	Neurotrophin signaling pathway
T67849	hsa04725	Cholinergic synapse
T67849	hsa04750	Inflammatory mediator regulation of TRP channels
T67849	hsa04810	Regulation of actin cytoskeleton
T67849	hsa04910	Insulin signaling pathway
T67849	hsa04914	Progesterone-mediated oocyte maturation
T67849	hsa04915	Estrogen signaling pathway
T67849	hsa04917	Prolactin signaling pathway
T67849	hsa04919	Thyroid hormone signaling pathway
T67849	hsa04921	Oxytocin signaling pathway
T67849	hsa04923	Regulation of lipolysis in adipocytes
T67849	hsa04930	Type II diabetes mellitus
T67849	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T67849	hsa04960	Aldosterone-regulated sodium reabsorption
T67849	hsa04973	Carbohydrate digestion and absorption
T67849	hsa05100	Bacterial invasion of epithelial cells
T67849	hsa05142	Chagas disease (American trypanosomiasis)
T67849	hsa05145	Toxoplasmosis
T67849	hsa05146	Amoebiasis
T67849	hsa05160	Hepatitis C
T67849	hsa05161	Hepatitis B
T67849	hsa05162	Measles
T67849	hsa05164	Influenza A
T67849	hsa05166	HTLV-I infection
T67849	hsa05169	Epstein-Barr virus infection
T67849	hsa05200	Pathways in cancer
T67849	hsa05203	Viral carcinogenesis
T67849	hsa05205	Proteoglycans in cancer
T67849	hsa05210	Colorectal cancer
T67849	hsa05211	Renal cell carcinoma
T67849	hsa05212	Pancreatic cancer
T67849	hsa05213	Endometrial cancer
T67849	hsa05214	Glioma
T67849	hsa05215	Prostate cancer
T67849	hsa05218	Melanoma
T67849	hsa05220	Chronic myeloid leukemia
T67849	hsa05221	Acute myeloid leukemia
T67849	hsa05222	Small cell lung cancer
T67849	hsa05223	Non-small cell lung cancer
T67849	hsa05230	Central carbon metabolism in cancer
T67849	hsa05231	Choline metabolism in cancer
T68251	hsa04670	Leukocyte transendothelial migration
T68251	hsa04912	GnRH signaling pathway
T68251	hsa04915	Estrogen signaling pathway
T68251	hsa05200	Pathways in cancer
T68251	hsa05205	Proteoglycans in cancer
T68251	hsa05219	Bladder cancer
T68334	hsa04024	cAMP signaling pathway
T68334	hsa04080	Neuroactive ligand-receptor interaction
T68334	hsa04913	Ovarian steroidogenesis
T68461	hsa04020	Calcium signaling pathway
T68461	hsa04022	cGMP-PKG signaling pathway
T68461	hsa05012	Parkinson's disease
T68461	hsa05016	Huntington's disease
T68461	hsa05166	HTLV-I infection
T68536	hsa04145	Phagosome
T68536	hsa04540	Gap junction
T68536	hsa05130	Pathogenic Escherichia coli infection
T68547	hsa04110	Cell cycle
T68547	hsa04330	Notch signaling pathway
T68547	hsa04919	Thyroid hormone signaling pathway
T68547	hsa05016	Huntington's disease
T68547	hsa05031	Amphetamine addiction
T68547	hsa05034	Alcoholism
T68547	hsa05169	Epstein-Barr virus infection
T68547	hsa05200	Pathways in cancer
T68547	hsa05202	Transcriptional misregulation in cancer
T68547	hsa05203	Viral carcinogenesis
T68547	hsa05206	MicroRNAs in cancer
T68547	hsa05220	Chronic myeloid leukemia
T69485	hsa04080	Neuroactive ligand-receptor interaction
T69619	hsa00260	Glycine, serine and threonine metabolism
T69619	hsa00350	Tyrosine metabolism
T69619	hsa00360	Phenylalanine metabolism
T69619	hsa00410	beta-Alanine metabolism
T69619	hsa01100	Metabolic pathways
T70449	hsa04080	Neuroactive ligand-receptor interaction
T70792	hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
T70792	hsa01100	Metabolic pathways
T70967	hsa04080	Neuroactive ligand-receptor interaction
T70967	hsa04725	Cholinergic synapse
T70967	hsa05033	Nicotine addiction
T71023	hsa04721	Synaptic vesicle cycle
T71023	hsa04911	Insulin secretion
T71192	hsa04020	Calcium signaling pathway
T71192	hsa04080	Neuroactive ligand-receptor interaction
T72168	hsa04960	Aldosterone-regulated sodium reabsorption
T72515	hsa04010	MAPK signaling pathway
T72515	hsa04060	Cytokine-cytokine receptor interaction
T72515	hsa04064	NF-kappa B signaling pathway
T72515	hsa04210	Apoptosis
T72515	hsa04380	Osteoclast differentiation
T72515	hsa04640	Hematopoietic cell lineage
T72515	hsa04750	Inflammatory mediator regulation of TRP channels
T72515	hsa05146	Amoebiasis
T72515	hsa05166	HTLV-I infection
T73097	hsa04060	Cytokine-cytokine receptor interaction
T73097	hsa04630	Jak-STAT signaling pathway
T73097	hsa04640	Hematopoietic cell lineage
T73097	hsa05200	Pathways in cancer
T73189	sce00500	Starch and sucrose metabolism
T73189	sce04011	MAPK signaling pathway - yeast
T73215	hsa04640	Hematopoietic cell lineage
T73475	hsa04310	Wnt signaling pathway
T73476	hsa04610	Complement and coagulation cascades
T73495	hsa04080	Neuroactive ligand-receptor interaction
T73495	hsa04724	Glutamatergic synapse
T73676	hsa04512	ECM-receptor interaction
T74002	hsa04060	Cytokine-cytokine receptor interaction
T74002	hsa04630	Jak-STAT signaling pathway
T74002	hsa04640	Hematopoietic cell lineage
T74002	hsa04650	Natural killer cell mediated cytotoxicity
T74002	hsa04660	T cell receptor signaling pathway
T74002	hsa04664	Fc epsilon RI signaling pathway
T74002	hsa04668	TNF signaling pathway
T74002	hsa05132	Salmonella infection
T74002	hsa05146	Amoebiasis
T74002	hsa05166	HTLV-I infection
T74002	hsa05202	Transcriptional misregulation in cancer
T74002	hsa05323	Rheumatoid arthritis
T74312	hsa04060	Cytokine-cytokine receptor interaction
T74312	hsa04640	Hematopoietic cell lineage
T74312	hsa05200	Pathways in cancer
T74312	hsa05202	Transcriptional misregulation in cancer
T74312	hsa05221	Acute myeloid leukemia
T74312	hsa05230	Central carbon metabolism in cancer
T74456	hsa04020	Calcium signaling pathway
T74456	hsa04022	cGMP-PKG signaling pathway
T74456	hsa04080	Neuroactive ligand-receptor interaction
T74456	hsa04261	Adrenergic signaling in cardiomyocytes
T74456	hsa04270	Vascular smooth muscle contraction
T74456	hsa04614	Renin-angiotensin system
T74456	hsa04924	Renin secretion
T74456	hsa05200	Pathways in cancer
T75243	hsa04012	ErbB signaling pathway
T75243	hsa04066	HIF-1 signaling pathway
T75243	hsa04150	mTOR signaling pathway
T75243	hsa04151	PI3K-Akt signaling pathway
T75243	hsa04152	AMPK signaling pathway
T75243	hsa04910	Insulin signaling pathway
T75243	hsa04919	Thyroid hormone signaling pathway
T75243	hsa04920	Adipocytokine signaling pathway
T75243	hsa04930	Type II diabetes mellitus
T75243	hsa05200	Pathways in cancer
T75243	hsa05205	Proteoglycans in cancer
T75243	hsa05206	MicroRNAs in cancer
T75243	hsa05214	Glioma
T75243	hsa05215	Prostate cancer
T75243	hsa05221	Acute myeloid leukemia
T75243	hsa05230	Central carbon metabolism in cancer
T75243	hsa05231	Choline metabolism in cancer
T75440	hsa04080	Neuroactive ligand-receptor interaction
T75440	hsa05166	HTLV-I infection
T75797	hsa04020	Calcium signaling pathway
T75797	hsa04080	Neuroactive ligand-receptor interaction
T75888	hsa00071	Fatty acid degradation
T75888	hsa01212	Fatty acid metabolism
T75888	hsa03320	PPAR signaling pathway
T75888	hsa04152	AMPK signaling pathway
T75888	hsa04920	Adipocytokine signaling pathway
T75888	hsa04922	Glucagon signaling pathway
T75984	hsa04020	Calcium signaling pathway
T75984	hsa04080	Neuroactive ligand-receptor interaction
T75984	hsa04540	Gap junction
T75984	hsa04726	Serotonergic synapse
T75984	hsa04750	Inflammatory mediator regulation of TRP channels
T76024	hsa04610	Complement and coagulation cascades
T76024	hsa05133	Pertussis
T76024	hsa05150	Staphylococcus aureus infection
T76024	hsa05322	Systemic lupus erythematosus
T76198	hsa04020	Calcium signaling pathway
T76198	hsa04080	Neuroactive ligand-receptor interaction
T76198	hsa04611	Platelet activation
T76213	hsa00360	Phenylalanine metabolism
T76213	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis
T76213	hsa01100	Metabolic pathways
T76213	hsa01230	Biosynthesis of amino acids
T76685	hsa04015	Rap1 signaling pathway
T76685	hsa04080	Neuroactive ligand-receptor interaction
T76685	hsa04723	Retrograde endocannabinoid signaling
T76904	hsa00140	Steroid hormone biosynthesis
T76904	hsa00350	Tyrosine metabolism
T76904	hsa01100	Metabolic pathways
T76904	hsa04728	Dopaminergic synapse
T77195	hsa00190	Oxidative phosphorylation
T77195	hsa01100	Metabolic pathways
T77195	hsa05012	Parkinson's disease
T77365	hsa04015	Rap1 signaling pathway
T77365	hsa04020	Calcium signaling pathway
T77365	hsa04024	cAMP signaling pathway
T77365	hsa04080	Neuroactive ligand-receptor interaction
T77365	hsa04270	Vascular smooth muscle contraction
T77365	hsa05012	Parkinson's disease
T77365	hsa05034	Alcoholism
T77796	hsa04020	Calcium signaling pathway
T77796	hsa04080	Neuroactive ligand-receptor interaction
T77913	hsa04020	Calcium signaling pathway
T77913	hsa04080	Neuroactive ligand-receptor interaction
T77913	hsa04750	Inflammatory mediator regulation of TRP channels
T78464	hsa00590	Arachidonic acid metabolism
T78464	hsa01100	Metabolic pathways
T78464	hsa04064	NF-kappa B signaling pathway
T78464	hsa04370	VEGF signaling pathway
T78464	hsa04668	TNF signaling pathway
T78464	hsa04723	Retrograde endocannabinoid signaling
T78464	hsa04726	Serotonergic synapse
T78464	hsa04913	Ovarian steroidogenesis
T78464	hsa04921	Oxytocin signaling pathway
T78464	hsa04923	Regulation of lipolysis in adipocytes
T78464	hsa05140	Leishmaniasis
T78464	hsa05200	Pathways in cancer
T78464	hsa05204	Chemical carcinogenesis
T78464	hsa05206	MicroRNAs in cancer
T78464	hsa05222	Small cell lung cancer
T78585	hsa04060	Cytokine-cytokine receptor interaction
T78585	hsa04630	Jak-STAT signaling pathway
T78585	hsa04640	Hematopoietic cell lineage
T78585	hsa04660	T cell receptor signaling pathway
T78585	hsa04664	Fc epsilon RI signaling pathway
T78585	hsa04672	Intestinal immune network for IgA production
T78585	hsa05310	Asthma
T78585	hsa05320	Autoimmune thyroid disease
T78585	hsa05321	Inflammatory bowel disease (IBD)
T78585	hsa05330	Allograft rejection
T78709	hsa04024	cAMP signaling pathway
T78709	hsa04080	Neuroactive ligand-receptor interaction
T78709	hsa04726	Serotonergic synapse
T79232	hsa04020	Calcium signaling pathway
T79232	hsa04080	Neuroactive ligand-receptor interaction
T79232	hsa04270	Vascular smooth muscle contraction
T79473	hsa04020	Calcium signaling pathway
T79473	hsa04080	Neuroactive ligand-receptor interaction
T79473	hsa04913	Ovarian steroidogenesis
T79473	hsa04917	Prolactin signaling pathway
T79591	hsa04080	Neuroactive ligand-receptor interaction
T79591	hsa04919	Thyroid hormone signaling pathway
T79961	hsa04080	Neuroactive ligand-receptor interaction
T80387	hsa04080	Neuroactive ligand-receptor interaction
T80387	hsa04723	Retrograde endocannabinoid signaling
T80387	hsa04726	Serotonergic synapse
T80387	hsa04727	GABAergic synapse
T80387	hsa05032	Morphine addiction
T80387	hsa05033	Nicotine addiction
T80896	hsa04915	Estrogen signaling pathway
T80896	hsa04917	Prolactin signaling pathway
T80975	hsa04014	Ras signaling pathway
T80975	hsa04015	Rap1 signaling pathway
T80975	hsa04060	Cytokine-cytokine receptor interaction
T80975	hsa04144	Endocytosis
T80975	hsa04151	PI3K-Akt signaling pathway
T80975	hsa04370	VEGF signaling pathway
T80975	hsa04510	Focal adhesion
T80975	hsa05205	Proteoglycans in cancer
T81900	hsa05010	Alzheimer's disease
T82577	hsa04614	Renin-angiotensin system
T82577	hsa05142	Chagas disease (American trypanosomiasis)
T82577	hsa05410	Hypertrophic cardiomyopathy (HCM)
T82739	hsa04610	Complement and coagulation cascades
T82795	hsa04015	Rap1 signaling pathway
T82795	hsa04310	Wnt signaling pathway
T82795	hsa04390	Hippo signaling pathway
T82795	hsa04510	Focal adhesion
T82795	hsa04520	Adherens junction
T82795	hsa04530	Tight junction
T82795	hsa04550	Signaling pathways regulating pluripotency of stem cells
T82795	hsa04670	Leukocyte transendothelial migration
T82795	hsa04916	Melanogenesis
T82795	hsa04919	Thyroid hormone signaling pathway
T82795	hsa05100	Bacterial invasion of epithelial cells
T82795	hsa05130	Pathogenic Escherichia coli infection
T82795	hsa05166	HTLV-I infection
T82795	hsa05200	Pathways in cancer
T82795	hsa05205	Proteoglycans in cancer
T82795	hsa05210	Colorectal cancer
T82795	hsa05213	Endometrial cancer
T82795	hsa05215	Prostate cancer
T82795	hsa05216	Thyroid cancer
T82795	hsa05217	Basal cell carcinoma
T82795	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T82841	hsa04014	Ras signaling pathway
T82841	hsa04015	Rap1 signaling pathway
T82841	hsa04022	cGMP-PKG signaling pathway
T82841	hsa04066	HIF-1 signaling pathway
T82841	hsa04068	FoxO signaling pathway
T82841	hsa04114	Oocyte meiosis
T82841	hsa04140	Regulation of autophagy
T82841	hsa04150	mTOR signaling pathway
T82841	hsa04151	PI3K-Akt signaling pathway
T82841	hsa04152	AMPK signaling pathway
T82841	hsa04810	Regulation of actin cytoskeleton
T82841	hsa04910	Insulin signaling pathway
T82841	hsa04911	Insulin secretion
T82841	hsa04913	Ovarian steroidogenesis
T82841	hsa04914	Progesterone-mediated oocyte maturation
T82841	hsa04917	Prolactin signaling pathway
T82841	hsa04930	Type II diabetes mellitus
T82841	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T82841	hsa04940	Type I diabetes mellitus
T82841	hsa04950	Maturity onset diabetes of the young
T82841	hsa04960	Aldosterone-regulated sodium reabsorption
T82841	hsa05215	Prostate cancer
T83011	hsa00260	Glycine, serine and threonine metabolism
T83011	hsa00330	Arginine and proline metabolism
T83011	hsa00340	Histidine metabolism
T83011	hsa00350	Tyrosine metabolism
T83011	hsa00360	Phenylalanine metabolism
T83011	hsa00380	Tryptophan metabolism
T83011	hsa00982	Drug metabolism - cytochrome P450
T83011	hsa01100	Metabolic pathways
T83011	hsa04726	Serotonergic synapse
T83011	hsa04728	Dopaminergic synapse
T83011	hsa05030	Cocaine addiction
T83011	hsa05031	Amphetamine addiction
T83011	hsa05034	Alcoholism
T83145	hsa04010	MAPK signaling pathway
T83145	hsa04064	NF-kappa B signaling pathway
T83145	hsa04380	Osteoclast differentiation
T83145	hsa05134	Legionellosis
T83145	hsa05166	HTLV-I infection
T83145	hsa05169	Epstein-Barr virus infection
T83145	hsa05200	Pathways in cancer
T83145	hsa05203	Viral carcinogenesis
T83369	hsa04610	Complement and coagulation cascades
T83386	hsa04144	Endocytosis
T83813	hsa04020	Calcium signaling pathway
T83813	hsa04080	Neuroactive ligand-receptor interaction
T83813	hsa04540	Gap junction
T83813	hsa04726	Serotonergic synapse
T83813	hsa04750	Inflammatory mediator regulation of TRP channels
T83875	hsa00260	Glycine, serine and threonine metabolism
T83875	hsa00330	Arginine and proline metabolism
T83875	hsa00340	Histidine metabolism
T83875	hsa00350	Tyrosine metabolism
T83875	hsa00360	Phenylalanine metabolism
T83875	hsa00380	Tryptophan metabolism
T83875	hsa00982	Drug metabolism - cytochrome P450
T83875	hsa01100	Metabolic pathways
T83875	hsa04726	Serotonergic synapse
T83875	hsa04728	Dopaminergic synapse
T83875	hsa05030	Cocaine addiction
T83875	hsa05031	Amphetamine addiction
T83875	hsa05034	Alcoholism
T84040	hsa04750	Inflammatory mediator regulation of TRP channels
T84173	hsa00511	Other glycan degradation
T84173	hsa00600	Sphingolipid metabolism
T84173	hsa01100	Metabolic pathways
T84173	hsa04142	Lysosome
T84316	hsa04010	MAPK signaling pathway
T84316	hsa04260	Cardiac muscle contraction
T84316	hsa04261	Adrenergic signaling in cardiomyocytes
T84316	hsa04921	Oxytocin signaling pathway
T84316	hsa05410	Hypertrophic cardiomyopathy (HCM)
T84316	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T84316	hsa05414	Dilated cardiomyopathy
T84486	hsa04020	Calcium signaling pathway
T84486	hsa04024	cAMP signaling pathway
T84486	hsa04080	Neuroactive ligand-receptor interaction
T84486	hsa04921	Oxytocin signaling pathway
T84621	hsa00140	Steroid hormone biosynthesis
T84621	hsa01100	Metabolic pathways
T84631	hsa04610	Complement and coagulation cascades
T85435	hsa04014	Ras signaling pathway
T85435	hsa04015	Rap1 signaling pathway
T85435	hsa04022	cGMP-PKG signaling pathway
T85435	hsa04066	HIF-1 signaling pathway
T85435	hsa04068	FoxO signaling pathway
T85435	hsa04151	PI3K-Akt signaling pathway
T85435	hsa04152	AMPK signaling pathway
T85435	hsa04520	Adherens junction
T85435	hsa04910	Insulin signaling pathway
T85435	hsa04913	Ovarian steroidogenesis
T85435	hsa04930	Type II diabetes mellitus
T85435	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T85435	hsa04960	Aldosterone-regulated sodium reabsorption
T85529	hsa04514	Cell adhesion molecules (CAMs)
T85529	hsa04660	T cell receptor signaling pathway
T85529	hsa04672	Intestinal immune network for IgA production
T85529	hsa04940	Type I diabetes mellitus
T85529	hsa05162	Measles
